Kimble Rendall,93,,Bait,http://www.imdb.com/title/tt1438173,English,Australia,30000000,2012,5.2
Peter Yates,116,,Krull,http://www.imdb.com/title/tt0085811,English,UK,27000000,1983,6
Robert Redford,92,14998070,Lions for Lambs,http://www.imdb.com/title/tt0891527,English,USA,35000000,2007,6.2
John Milius,115,14587732,Flight of the Intruder,http://www.imdb.com/title/tt0099587,English,USA,35000000,1991,5.7
Jake Kasdan,120,18317151,Walk Hard: The Dewey Cox Story,http://www.imdb.com/title/tt0841046,English,USA,35000000,2007,6.7
Lasse HallstrÌ¦m,111,11405825,The Shipping News,http://www.imdb.com/title/tt0120824,English,USA,35000000,2001,6.8
Les Mayfield,94,13264986,American Outlaws,http://www.imdb.com/title/tt0244000,English,USA,35000000,2001,6
Jean-Marc VallÌ©e,100,10991381,The Young Victoria,http://www.imdb.com/title/tt0962736,English,UK,35000000,2009,7.3
Dominic Sena,101,10268846,Whiteout,http://www.imdb.com/title/tt0365929,English,USA,35000000,2009,5.5
Terrence Malick,139,13303319,The Tree of Life,http://www.imdb.com/title/tt0478304,English,USA,32000000,2011,6.7
Hark Tsui,91,10076136,Knock Off,http://www.imdb.com/title/tt0120724,English,Aruba,35000000,1998,4.8
David Ayer,109,10499968,Sabotage,http://www.imdb.com/title/tt1742334,English,USA,35000000,2014,5.7
Brian Helgeland,102,7659747,The Order,http://www.imdb.com/title/tt0304711,English,USA,38000000,2003,5.1
Lexi Alexander,103,7948159,Punisher: War Zone,http://www.imdb.com/title/tt0450314,English,USA,35000000,2008,6
Peter Hewitt,83,11631245,Zoom,http://www.imdb.com/title/tt0383060,English,USA,35000000,2006,4.2
Robert Zemeckis,123,10137502,The Walk,http://www.imdb.com/title/tt3488710,English,USA,35000000,2015,7.4
Ronny Yu,101,6448817,Warriors of Virtue,http://www.imdb.com/title/tt0120479,English,USA,35000000,1997,4.6
Ridley Scott,117,7458269,A Good Year,http://www.imdb.com/title/tt0401445,English,USA,35000000,2006,6.9
,60,,Luther            ,http://www.imdb.com/title/tt1474684,English,UK,,,8.6
Richard Donner,114,4651977,Radio Flyer,http://www.imdb.com/title/tt0105211,English,USA,35000000,1992,6.9
Taylor Hackford,330,4496583,"Blood In, Blood Out",http://www.imdb.com/title/tt0106469,English,USA,35000000,1993,8
Bille August,121,2221994,Smilla's Sense of Snow,http://www.imdb.com/title/tt0120152,English,Denmark,35000000,1997,6.4
Brian De Palma,114,6592103,Femme Fatale,http://www.imdb.com/title/tt0280665,English,France,35000000,2002,6.3
Moustapha Akkad,156,,Lion of the Desert,http://www.imdb.com/title/tt0081059,English,Libya,35000000,1980,8.4
Jean-Paul Rappeneau,135,1877179,The Horseman on the Roof,http://www.imdb.com/title/tt0113362,French,France,,1995,7.1
Ang Lee,148,630779,Ride with the Devil,http://www.imdb.com/title/tt0134154,English,USA,35000000,1999,6.8
Alejandro G. IÌ±Ìrritu,148,5100937,Biutiful,http://www.imdb.com/title/tt1164999,Spanish,Mexico,,2010,7.5
Roland JoffÌ©,109,,The Lovers,http://www.imdb.com/title/tt1321869,English,Belgium,,2015,4.5
Joachim RÌünning,93,,Bandidas,http://www.imdb.com/title/tt0416496,English,France,32000000,2006,5.7
Tony Kaye,,,Black Water Transit,http://www.imdb.com/title/tt0490087,English,USA,23000000,2009,7.2
Wes Ball,113,102413606,The Maze Runner,http://www.imdb.com/title/tt1790864,English,USA,34000000,2014,6.8
Ken Scott,91,10214013,Unfinished Business,http://www.imdb.com/title/tt2358925,English,USA,35000000,2015,5.4
Martin Scorsese,139,32000000,The Age of Innocence,http://www.imdb.com/title/tt0106226,English,USA,30000000,1993,7.2
Darren Aronofsky,96,10139254,The Fountain,http://www.imdb.com/title/tt0414993,English,USA,35000000,2006,7.3
Hugh Johnson,102,11227940,Chill Factor,http://www.imdb.com/title/tt0163579,English,USA,34000000,1999,5.2
Simon West,96,183125,Stolen,http://www.imdb.com/title/tt1656186,English,USA,35000000,2012,5.5
Hayao Miyazaki,101,15081783,Ponyo,http://www.imdb.com/title/tt0876563,Japanese,Japan,34000000,2008,7.7
George Tillman Jr.,128,37432299,The Longest Ride,http://www.imdb.com/title/tt2726560,English,USA,34000000,2015,7.1
Rand Ravich,109,10654581,The Astronaut's Wife,http://www.imdb.com/title/tt0138304,English,USA,34000000,1999,5.3
Hugh Hudson,114,6543194,I Dreamed of Africa,http://www.imdb.com/title/tt0167203,English,USA,34000000,2000,5.6
Gabriele Muccino,105,13101142,Playing for Keeps,http://www.imdb.com/title/tt1540128,English,USA,35000000,2012,5.7
Justin Chadwick,141,8324748,Mandela: Long Walk to Freedom,http://www.imdb.com/title/tt2304771,English,UK,35000000,2013,7.1
Warren Beatty,195,,Reds,http://www.imdb.com/title/tt0082979,English,USA,35000000,1981,7.5
Rob Reiner,138,141340178,A Few Good Men,http://www.imdb.com/title/tt0104257,English,USA,40000000,1992,7.6
Andrzej Bartkowiak,101,51758599,Exit Wounds,http://www.imdb.com/title/tt0242445,English,USA,33000000,2001,5.5
Raja Gosnell,99,117559438,Big Momma's House,http://www.imdb.com/title/tt0208003,English,USA,30000000,2000,5.1
Jeremy Degruson,85,4091,Thunder and the House of Magic,http://www.imdb.com/title/tt3148834,English,Belgium,34000000,2013,6.3
Chris Gorak,89,21426805,The Darkest Hour,http://www.imdb.com/title/tt1093357,English,USA,30000000,2011,4.9
Scott Speer,99,35057332,Step Up Revolution,http://www.imdb.com/title/tt1800741,English,USA,33000000,2012,6.5
David R. Ellis,105,34014398,Snakes on a Plane,http://www.imdb.com/title/tt0417148,English,Germany,33000000,2006,5.6
Joe Charbanic,97,28927720,The Watcher,http://www.imdb.com/title/tt0204626,English,USA,33000000,2000,5.3
Jonathan Hensleigh,140,33682273,The Punisher,http://www.imdb.com/title/tt0330793,English,USA,33000000,2004,6.5
Danny Cannon,118,4280577,Goal! The Dream Begins,http://www.imdb.com/title/tt0380389,English,USA,10000000,2005,6.8
Boaz Yakin,94,17120019,Safe,http://www.imdb.com/title/tt1656190,English,USA,30000000,2012,6.5
Mike Newell,124,8406264,Pushing Tin,http://www.imdb.com/title/tt0120797,English,USA,38000000,1999,6
Richard Marquand,134,309125409,Star Wars: Episode VI - Return of the Jedi,http://www.imdb.com/title/tt0086190,English,USA,32500000,1983,8.4
Neil Marshall,113,10955425,Doomsday,http://www.imdb.com/title/tt0483607,English,UK,30000000,2008,6
Stephen Daldry,124,34180954,The Reader,http://www.imdb.com/title/tt0976051,English,USA,32000000,2008,7.6
David Wain,98,17225675,Wanderlust,http://www.imdb.com/title/tt1655460,English,USA,,2012,5.6
Jon Favreau,97,173381405,Elf,http://www.imdb.com/title/tt0319343,English,USA,33000000,2003,6.9
Jon Turteltaub,123,104632573,Phenomenon,http://www.imdb.com/title/tt0117333,English,USA,32000000,1996,6.4
Brian Levant,99,81150692,Snow Dogs,http://www.imdb.com/title/tt0281373,English,Canada,35000000,2002,5.1
Richard Donner,101,60328558,Scrooged,http://www.imdb.com/title/tt0096061,English,USA,32000000,1988,7
Jared Hess,92,80197993,Nacho Libre,http://www.imdb.com/title/tt0457510,English,Germany,32000000,2006,5.7
Paul Feig,131,169076745,Bridesmaids,http://www.imdb.com/title/tt1478338,English,USA,32500000,2011,6.8
Evan Goldberg,107,101470202,This Is the End,http://www.imdb.com/title/tt1245492,English,USA,32000000,2013,6.7
Rupert Wainwright,103,50041732,Stigmata,http://www.imdb.com/title/tt0145531,English,USA,29000000,1999,6.2
George Tillman Jr.,129,48814909,Men of Honor,http://www.imdb.com/title/tt0203019,English,USA,32000000,2000,7.2
John Luessenhop,107,57744720,Takers,http://www.imdb.com/title/tt1135084,English,USA,20000000,2010,6.2
Justin Zackham,89,21784432,The Big Wedding,http://www.imdb.com/title/tt1931435,English,USA,35000000,2013,5.6
John Whitesell,113,37911876,"Big Mommas: Like Father, Like Son",http://www.imdb.com/title/tt1464174,English,USA,32000000,2011,4.4
Duncan Jones,93,54696902,Source Code,http://www.imdb.com/title/tt0945513,English,USA,32000000,2011,7.5
Frank Marshall,120,36733909,Alive,http://www.imdb.com/title/tt0106246,English,USA,32000000,1993,7.1
Joel Schumacher,98,35063732,The Number 23,http://www.imdb.com/title/tt0481369,English,USA,32000000,2007,6.4
Jean-Pierre Jeunet,105,99462,The Young and Prodigious T.S. Spivet,http://www.imdb.com/title/tt1981107,English,France,33000000,2013,7.1
Steven Spielberg,142,,1941,http://www.imdb.com/title/tt0078723,English,USA,35000000,1979,5.9
John Gatins,98,32701088,Dreamer: Inspired by a True Story,http://www.imdb.com/title/tt0418647,English,USA,32000000,2005,6.9
David Cronenberg,96,31493782,A History of Violence,http://www.imdb.com/title/tt0399146,English,USA,32000000,2005,7.5
Louis Leterrier,87,43095600,Transporter 2,http://www.imdb.com/title/tt0388482,English,France,32000000,2005,6.3
Sam Raimi,107,18636537,The Quick and the Dead,http://www.imdb.com/title/tt0114214,English,Japan,32000000,1995,6.4
Peter Howitt,90,17848322,Laws of Attraction,http://www.imdb.com/title/tt0323033,English,Ireland,28000000,2004,5.9
Martin Scorsese,121,16640210,Bringing Out the Dead,http://www.imdb.com/title/tt0163988,English,USA,55000000,1999,6.8
Miguel Sapochnik,119,13763130,Repo Men,http://www.imdb.com/title/tt1053424,English,USA,32000000,2010,6.3
Hyung-rae Shim,107,10956379,Dragon Wars: D-War,http://www.imdb.com/title/tt0372873,English,South Korea,35000000,2007,3.6
Norman Jewison,110,4357000,Bogus,http://www.imdb.com/title/tt0115725,English,USA,30000000,1996,5.3
Don Scardino,100,22525921,The Incredible Burt Wonderstone,http://www.imdb.com/title/tt0790628,English,USA,30000000,2013,5.9
Mark Dindal,75,3562749,Cats Don't Dance,http://www.imdb.com/title/tt0118829,English,USA,32000000,1997,6.9
Tim Robbins,132,2899970,Cradle Will Rock,http://www.imdb.com/title/tt0150216,English,USA,32000000,1999,6.9
Steven Soderbergh,105,1304837,The Good German,http://www.imdb.com/title/tt0452624,English,USA,32000000,2006,6.1
Tom Reeve,93,,George and the Dragon,http://www.imdb.com/title/tt0306892,English,USA,32000000,2004,5.7
Francis Ford Coppola,289,78800000,Apocalypse Now,http://www.imdb.com/title/tt0078788,English,USA,31500000,1979,8.5
Nanette Burstein,102,17797316,Going the Distance,http://www.imdb.com/title/tt1322312,English,USA,32000000,2010,6.3
Stephen Herek,143,82528097,Mr. Holland's Opus,http://www.imdb.com/title/tt0113862,English,USA,6500000,1995,7.3
Ariel Vromen,113,14268533,Criminal,http://www.imdb.com/title/tt3014866,English,UK,31500000,2016,6.3
Sydney Pollack,161,87100000,Out of Africa,http://www.imdb.com/title/tt0089755,English,USA,31000000,1985,7.2
Robert Zemeckis,138,93749203,Flight,http://www.imdb.com/title/tt1907668,English,USA,31000000,2012,7.3
Lewis Gilbert,126,62700000,Moonraker,http://www.imdb.com/title/tt0079574,English,UK,34000000,1979,6.3
Wes Anderson,99,59073773,The Grand Budapest Hotel,http://www.imdb.com/title/tt2278388,English,USA,25000000,2014,8.1
Scott Hicks,101,24185781,Hearts in Atlantis,http://www.imdb.com/title/tt0252501,English,USA,31000000,2001,6.9
Frank Marshall,103,53133888,Arachnophobia,http://www.imdb.com/title/tt0099052,English,USA,31000000,1990,6.3
Gregory Hoblit,118,44983704,Frequency,http://www.imdb.com/title/tt0186151,English,USA,31000000,2000,7.3
Paul Feig,116,118099659,Ghostbusters,http://www.imdb.com/title/tt1289401,English,USA,144000000,2016,5.5
John Francis Daley,99,58879132,Vacation,http://www.imdb.com/title/tt1524930,English,USA,31000000,2015,6.1
Barry Sonnenfeld,105,72077000,Get Shorty,http://www.imdb.com/title/tt0113161,English,USA,30250000,1995,6.9
Rob Marshall,113,170684505,Chicago,http://www.imdb.com/title/tt0299658,English,USA,45000000,2002,7.2
Dennis Dugan,93,163479795,Big Daddy,http://www.imdb.com/title/tt0142342,English,USA,34200000,1999,6.4
J.B. Rogers,108,145096820,American Pie 2,http://www.imdb.com/title/tt0252866,English,USA,30000000,2001,6.4
John Lasseter,74,191796233,Toy Story,http://www.imdb.com/title/tt0114709,English,USA,30000000,1995,8.3
Jan de Bont,116,121248145,Speed,http://www.imdb.com/title/tt0111257,English,USA,25000000,1994,7.2
Michael Sucsy,104,125014030,The Vow,http://www.imdb.com/title/tt1606389,English,USA,30000000,2012,6.8
Tom Vaughan,106,11854694,Extraordinary Measures,http://www.imdb.com/title/tt1244659,English,USA,31000000,2010,6.5
Boaz Yakin,120,115648585,Remember the Titans,http://www.imdb.com/title/tt0210945,English,USA,30000000,2000,7.8
John McTiernan,135,122012643,The Hunt for Red October,http://www.imdb.com/title/tt0099810,English,USA,30000000,1990,7.6
Lee Daniels,132,116631310,Lee Daniels' The Butler,http://www.imdb.com/title/tt1327773,English,USA,30000000,2013,7.2
Rawson Marshall Thurber,92,114324072,Dodgeball: A True Underdog Story,http://www.imdb.com/title/tt0364725,English,USA,20000000,2004,6.7
Barry Sonnenfeld,99,113502246,The Addams Family,http://www.imdb.com/title/tt0101272,English,USA,38000000,1991,6.8
Steve Oedekerk,90,108360000,Ace Ventura: When Nature Calls,http://www.imdb.com/title/tt0112281,English,USA,30000000,1995,6.3
Garry Marshall,111,108244774,The Princess Diaries,http://www.imdb.com/title/tt0247638,English,USA,37000000,2001,6.2
Hugh Wilson,103,105444419,The First Wives Club,http://www.imdb.com/title/tt0116313,English,USA,26000000,1996,6.2
David Fincher,127,100125340,Se7en,http://www.imdb.com/title/tt0114369,English,USA,33000000,1995,8.6
Neill Blomkamp,112,115646235,District 9,http://www.imdb.com/title/tt1136608,English,South Africa,30000000,2009,8
Stephen Hillenburg,87,85416609,The SpongeBob SquarePants Movie,http://www.imdb.com/title/tt0345950,English,USA,30000000,2004,7
Clint Eastwood,138,90135191,Mystic River,http://www.imdb.com/title/tt0327056,English,USA,25000000,2003,8
Clint Eastwood,132,100422786,Million Dollar Baby,http://www.imdb.com/title/tt0405159,English,USA,30000000,2004,8.1
Harold Ramis,103,106694016,Analyze This,http://www.imdb.com/title/tt0122933,English,USA,30000000,1999,6.7
Nick Cassavetes,123,64286,The Notebook,http://www.imdb.com/title/tt0332280,English,USA,29000000,2004,7.9
Anne Fletcher,111,76806312,27 Dresses,http://www.imdb.com/title/tt0988595,English,USA,30000000,2008,6.1
Peter Chelsom,102,79566871,Hannah Montana: The Movie,http://www.imdb.com/title/tt1114677,English,USA,30000000,2009,4.2
Stig Bergqvist,78,76501438,Rugrats in Paris: The Movie,http://www.imdb.com/title/tt0213203,English,Germany,30000000,2000,6.1
Barbra Streisand,132,74787599,The Prince of Tides,http://www.imdb.com/title/tt0102713,English,USA,30000000,1991,6.6
Edward Zwick,133,66528842,Legends of the Fall,http://www.imdb.com/title/tt0110322,English,USA,30000000,1994,7.5
Jason Reitman,108,83813460,Up in the Air,http://www.imdb.com/title/tt1193138,English,USA,25000000,2009,7.4
Alexander Payne,125,65010106,About Schmidt,http://www.imdb.com/title/tt0257360,English,USA,30000000,2002,7.2
Jonathan Levine,98,66359959,Warm Bodies,http://www.imdb.com/title/tt1588173,English,USA,35000000,2013,6.9
Rian Johnson,119,66468315,Looper,http://www.imdb.com/title/tt1276104,English,USA,30000000,2012,7.4
Chris Weitz,87,64172251,Down to Earth,http://www.imdb.com/title/tt0231775,English,USA,30000000,2001,5.4
Chris Noonan,91,66600000,Babe,http://www.imdb.com/title/tt0112431,English,Australia,30000000,1995,6.8
David Frankel,100,63536011,Hope Springs,http://www.imdb.com/title/tt1535438,English,USA,30000000,2012,6.3
Nicholas Stoller,118,62877175,Forgetting Sarah Marshall,http://www.imdb.com/title/tt0800039,English,USA,30000000,2008,7.2
,44,,Friday Night Lights            ,http://www.imdb.com/title/tt0758745,English,USA,,,8.7
John Singleton,109,74484168,Four Brothers,http://www.imdb.com/title/tt0430105,English,USA,45000000,2005,6.9
Michael McCullers,99,60269340,Baby Mama,http://www.imdb.com/title/tt0871426,English,USA,30000000,2008,6
Forest Whitaker,114,60033780,Hope Floats,http://www.imdb.com/title/tt0119313,English,USA,30000000,1998,5.9
Gary Winick,89,58715510,Bride Wars,http://www.imdb.com/title/tt0901476,English,USA,30000000,2009,5.4
Steven Brill,95,58156435,Without a Paddle,http://www.imdb.com/title/tt0364751,English,USA,19000000,2004,5.9
Gary Winick,98,56044241,13 Going on 30,http://www.imdb.com/title/tt0337563,English,USA,37000000,2004,6.1
Woody Allen,94,56816662,Midnight in Paris,http://www.imdb.com/title/tt1605783,English,Spain,17000000,2011,7.7
Peter Lepeniotis,85,64238770,The Nut Job,http://www.imdb.com/title/tt1821658,English,Canada,42000000,2014,5.8
Ted Demme,124,52937130,Blow,http://www.imdb.com/title/tt0221027,English,USA,30000000,2001,7.6
Luis Mandoki,131,52799004,Message in a Bottle,http://www.imdb.com/title/tt0139462,English,USA,55000000,1999,6.1
William Shatner,107,55210049,Star Trek V: The Final Frontier,http://www.imdb.com/title/tt0098382,English,USA,27800000,1989,5.4
John Schultz,99,51432423,Like Mike,http://www.imdb.com/title/tt0308506,English,USA,30000000,2002,5.1
Peter Segal,83,51109400,Naked Gun 33 1/3: The Final Insult,http://www.imdb.com/title/tt0110622,English,USA,30000000,1994,6.4
John Glen,131,50300000,A View to a Kill,http://www.imdb.com/title/tt0090264,English,UK,30000000,1985,6.3
Steve Box,85,56068547,The Curse of the Were-Rabbit,http://www.imdb.com/title/tt0312004,English,UK,30000000,2005,7.5
Richard LaGravenese,126,53680848,P.S. I Love You,http://www.imdb.com/title/tt0431308,English,USA,30000000,2007,7.1
Frederik Du Chau,102,49186871,Racing Stripes,http://www.imdb.com/title/tt0376105,English,USA,,2005,5.2
Joe Wright,123,50921738,Atonement,http://www.imdb.com/title/tt0783233,English,UK,30000000,2007,7.8
Gary Winick,105,53021560,Letters to Juliet,http://www.imdb.com/title/tt0892318,English,USA,30000000,2010,6.5
Ridley Scott,125,45645204,Black Rain,http://www.imdb.com/title/tt0096933,English,USA,30000000,1989,6.6
Bobby Farrelly,92,44328238,The Three Stooges,http://www.imdb.com/title/tt0383010,English,USA,,2012,5.1
Tim Burton,77,53337608,Corpse Bride,http://www.imdb.com/title/tt0121164,English,USA,40000000,2005,7.4
James Gartner,118,42643187,Glory Road,http://www.imdb.com/title/tt0385726,English,USA,,2006,7.2
Denis Villeneuve,121,46875468,Sicario,http://www.imdb.com/title/tt3397884,English,USA,30000000,2015,7.6
Antoine Fuqua,124,52418902,Southpaw,http://www.imdb.com/title/tt1798684,English,USA,30000000,2015,7.5
Sam Raimi,99,42057340,Drag Me to Hell,http://www.imdb.com/title/tt1127180,English,USA,30000000,2009,6.6
Lee Toland Krieger,112,42478175,The Age of Adaline,http://www.imdb.com/title/tt1655441,English,USA,25000000,2015,7.2
Tim McCanlies,111,41407470,Secondhand Lions,http://www.imdb.com/title/tt0327137,English,USA,30000000,2003,7.6
Jon M. Chu,107,42385520,Step Up 3D,http://www.imdb.com/title/tt1193631,English,USA,30000000,2010,6.2
John Stockwell,104,40118420,Blue Crush,http://www.imdb.com/title/tt0300532,English,USA,30000000,2002,5.6
Marc Forster,113,40137776,Stranger Than Fiction,http://www.imdb.com/title/tt0420223,English,USA,38000000,2006,7.6
David Slade,113,39568996,30 Days of Night,http://www.imdb.com/title/tt0389722,English,USA,32000000,2007,6.6
Drew Goddard,95,42043633,The Cabin in the Woods,http://www.imdb.com/title/tt1259521,English,USA,30000000,2012,7
Jason Friedberg,86,38232624,Meet the Spartans,http://www.imdb.com/title/tt1073498,English,USA,30000000,2008,2.7
Martin Brest,126,38413606,Midnight Run,http://www.imdb.com/title/tt0095631,English,USA,30000000,1988,7.6
Paul Michael Glaser,101,38122105,The Running Man,http://www.imdb.com/title/tt0093894,English,USA,27000000,1987,6.6
Frank Oz,102,38747385,Little Shop of Horrors,http://www.imdb.com/title/tt0091419,English,USA,25000000,1986,6.9
Joe Wright,111,40247512,Hanna,http://www.imdb.com/title/tt0993842,English,USA,30000000,2011,6.8
,60,,The Family            ,http://www.imdb.com/title/tt4428038,English,USA,,,7.5
John R. Leonetti,95,35927406,Mortal Kombat: Annihilation,http://www.imdb.com/title/tt0119707,English,USA,30000000,1997,3.7
Tom Hanks,98,35565975,Larry Crowne,http://www.imdb.com/title/tt1583420,English,USA,30000000,2011,6.1
Kimberly Peirce,100,35266619,Carrie,http://www.imdb.com/title/tt1939659,English,USA,30000000,2013,5.9
Liz Friedlander,118,34703228,Take the Lead,http://www.imdb.com/title/tt0446046,English,USA,30000000,2006,6.7
,28,,Entourage            ,http://www.imdb.com/title/tt0387199,English,USA,,,8.5
Phil Joanou,125,38432823,Gridiron Gang,http://www.imdb.com/title/tt0421206,English,USA,30000000,2006,6.9
Sam Weisman,94,32095318,What's the Worst That Could Happen?,http://www.imdb.com/title/tt0161083,English,USA,45000000,2001,5.5
Shane Acker,79,31743332,9,http://www.imdb.com/title/tt0472033,English,USA,30000000,2009,7.1
Steven Soderbergh,106,32154410,Side Effects,http://www.imdb.com/title/tt2053463,English,USA,30000000,2013,7.1
Martha Coolidge,111,28165882,The Prince and Me,http://www.imdb.com/title/tt0337697,English,USA,,2004,5.9
Stephen J. Anderson,63,26687172,Winnie the Pooh,http://www.imdb.com/title/tt1449283,English,USA,30000000,2011,7.3
Troy Miller,85,26096584,Dumb and Dumberer: When Harry Met Lloyd,http://www.imdb.com/title/tt0329028,English,USA,19000000,2003,3.4
Warren Beatty,108,26525834,Bulworth,http://www.imdb.com/title/tt0118798,English,USA,30000000,1998,6.8
Tate Taylor,139,30513940,Get on Up,http://www.imdb.com/title/tt2473602,English,USA,30000000,2014,6.9
Carl Franklin,127,23209440,One True Thing,http://www.imdb.com/title/tt0120776,English,USA,30000000,1998,7
Brett Leonard,106,24048000,Virtuosity,http://www.imdb.com/title/tt0114857,English,USA,30000000,1995,5.5
Ivan Reitman,95,22526144,My Super Ex-Girlfriend,http://www.imdb.com/title/tt0465624,English,USA,30000000,2006,5.1
Scott Derrickson,118,30523568,Deliver Us from Evil,http://www.imdb.com/title/tt2377322,English,USA,30000000,2014,6.2
Alister Grierson,108,23070045,Sanctum,http://www.imdb.com/title/tt0881320,English,USA,30000000,2011,5.9
Nick Hurran,105,20422207,Little Black Book,http://www.imdb.com/title/tt0361841,English,USA,35000000,2004,5.2
Nicholas Stoller,131,28644770,The Five-Year Engagement,http://www.imdb.com/title/tt1195478,English,USA,30000000,2012,6.2
Charles Stone III,104,21800302,Mr 3000,http://www.imdb.com/title/tt0339412,English,USA,30000000,2004,5.5
Paul Haggis,133,21129348,The Next Three Days,http://www.imdb.com/title/tt1458175,English,USA,35000000,2010,7.4
Kurt Wimmer,94,18500966,Ultraviolet,http://www.imdb.com/title/tt0370032,English,USA,30000000,2006,4.4
Jean-FranÌ¤ois Richet,109,19976073,Assault on Precinct 13,http://www.imdb.com/title/tt0398712,English,USA,20000000,2005,6.3
Antoine Fuqua,96,18967571,The Replacement Killers,http://www.imdb.com/title/tt0120008,English,USA,30000000,1998,6.1
Kevin Hooks,105,17100000,Fled,http://www.imdb.com/title/tt0116320,English,USA,25000000,1996,5.3
Ellory Elkayem,99,17266505,Eight Legged Freaks,http://www.imdb.com/title/tt0271367,English,USA,30000000,2002,5.4
Edward Zwick,112,32357532,Love & Other Drugs,http://www.imdb.com/title/tt0758752,English,USA,30000000,2010,6.7
Jon Avnet,108,16930884,88 Minutes,http://www.imdb.com/title/tt0411061,English,USA,30000000,2007,5.9
Niki Caro,126,18324242,North Country,http://www.imdb.com/title/tt0395972,English,USA,35000000,2005,7.3
Howard Deutch,98,16323969,The Whole Ten Yards,http://www.imdb.com/title/tt0327247,English,USA,40000000,2004,5.5
Vincenzo Natali,104,16999046,Splice,http://www.imdb.com/title/tt1017460,English,Canada,26000000,2009,5.8
Willard Huyck,110,16295774,Howard the Duck,http://www.imdb.com/title/tt0091225,English,USA,35000000,1986,4.6
Gavin O'Connor,130,15709385,Pride and Glory,http://www.imdb.com/title/tt0482572,English,USA,30000000,2008,6.7
Bruce Hunt,93,14888028,The Cave,http://www.imdb.com/title/tt0402901,English,USA,30000000,2005,5.1
Rob Reiner,96,14208384,Alex & Emma,http://www.imdb.com/title/tt0318283,English,USA,30000000,2003,5.6
Paul McGuigan,114,12831121,Wicker Park,http://www.imdb.com/title/tt0324554,English,USA,30000000,2004,7
Craig Gillespie,106,18298649,Fright Night,http://www.imdb.com/title/tt1438176,English,USA,30000000,2011,6.4
Terrence Malick,150,12712093,The New World,http://www.imdb.com/title/tt0402399,English,USA,30000000,2005,6.7
Chris Roberts,100,11576087,Wing Commander,http://www.imdb.com/title/tt0131646,English,USA,30000000,1999,4.1
Neil Jordan,100,11900000,In Dreams,http://www.imdb.com/title/tt0120710,English,USA,30000000,1999,5.5
James Wong,100,9353573,Dragonball: Evolution,http://www.imdb.com/title/tt1098327,English,USA,45000000,2009,2.7
Jee-woon Kim,107,12026670,The Last Stand,http://www.imdb.com/title/tt1549920,English,USA,45000000,2013,6.4
Nick Hamm,102,14334645,Godsend,http://www.imdb.com/title/tt0335121,English,USA,25000000,2004,4.8
Andy Cadiff,101,12189514,Chasing Liberty,http://www.imdb.com/title/tt0360139,English,USA,23000000,2004,6.1
Mike Disa,86,10134754,Hoodwinked Too! Hood vs. Evil,http://www.imdb.com/title/tt0844993,English,USA,30000000,2011,4.8
Lasse HallstrÌ¦m,108,8535575,An Unfinished Life,http://www.imdb.com/title/tt0350261,English,USA,30000000,2005,7
Terry Gilliam,123,7689458,The Imaginarium of Doctor Parnassus,http://www.imdb.com/title/tt1054606,English,UK,40000000,2009,6.8
Richard J. Lewis,134,7501404,Barney's Version,http://www.imdb.com/title/tt1423894,English,Canada,,2010,7.3
,511,,Trapped            ,http://www.imdb.com/title/tt3561180,Icelandic,Iceland,,,8.2
Brad Furman,88,19316646,Runner Runner,http://www.imdb.com/title/tt2364841,English,USA,30000000,2013,5.6
Peter Howitt,109,10965209,Antitrust,http://www.imdb.com/title/tt0218817,English,USA,30000000,2001,6.1
Edward Zwick,122,26830000,Glory,http://www.imdb.com/title/tt0097441,English,USA,18000000,1989,7.9
Sergio Leone,251,5300000,Once Upon a Time in America,http://www.imdb.com/title/tt0087843,English,Italy,30000000,1984,8.4
Niels Arden Oplev,118,10880926,Dead Man Down,http://www.imdb.com/title/tt2101341,English,USA,30000000,2013,6.5
Michael Radford,131,3752725,The Merchant of Venice,http://www.imdb.com/title/tt0379889,English,USA,18000000,2004,7.1
Neil Jordan,109,3517797,The Good Thief,http://www.imdb.com/title/tt0281820,English,France,25000000,2002,6.6
Steve Boyum,80,3101301,Supercross,http://www.imdb.com/title/tt0403016,English,USA,,2005,4
Chris Noonan,88,2975649,Miss Potter,http://www.imdb.com/title/tt0482546,English,UK,30000000,2006,7
Kaige Chen,103,668171,The Promise,http://www.imdb.com/title/tt0417976,Mandarin,China,60000000,2005,5.6
Corey Yuen,87,480314,DOA: Dead or Alive,http://www.imdb.com/title/tt0398913,English,USA,21000000,2006,4.8
Andrew Dominik,160,3904982,The Assassination of Jesse James by the Coward Robert Ford,http://www.imdb.com/title/tt0443680,English,USA,30000000,2007,7.5
Li Zhang,121,127437,1911,http://www.imdb.com/title/tt1772230,Mandarin,China,18000000,2011,6
Laurent Tirard,91,,Little Nicholas,http://www.imdb.com/title/tt1264904,French,France,,2009,7.2
Simon West,92,,Wild Card,http://www.imdb.com/title/tt2231253,English,USA,30000000,2015,5.6
Marc Forster,129,537580,Machine Gun Preacher,http://www.imdb.com/title/tt1586752,English,USA,30000000,2011,6.8
Reinhard Klooss,93,,Animals United,http://www.imdb.com/title/tt1620449,German,Germany,,2010,4.9
Bille August,118,,The Color of Freedom,http://www.imdb.com/title/tt0438859,English,Germany,30000000,2007,7.1
